слой,орган,образец,идентификатор,группа,значение
пациент,лёгкое,49,lu_adc_GSE131907|lu_adc_GSE131907_P0020,BRAKES,13.245487213134766
пациент,лёгкое,50,lu_adc_GSE131907|lu_adc_GSE131907_P0028,BRAKES,10.364280700683594
пациент,лёгкое,51,lu_adc_GSE131907|lu_adc_GSE131907_P0031,BRAKES,12.04867935180664
пациент,лёгкое,52,lu_adc_GSE131907|lu_adc_GSE131907_P3002,BRAKES,8.720176696777344
пациент,лёгкое,53,lu_adc_GSE131907|lu_adc_GSE131907_P3003,BRAKES,0.2793922424316406
пациент,лёгкое,54,lu_adc_GSE131907|lu_adc_GSE131907_P3004,BRAKES,11.393184661865234
пациент,лёгкое,55,lu_adc_GSE131907|lu_adc_GSE131907_P3007,BRAKES,-2.112884521484375
пациент,лёгкое,56,lu_adc_GSE131907|lu_adc_GSE131907_P3012,BRAKES,-0.28610801696777344
пациент,лёгкое,57,lu_adc_GSE131907|lu_adc_GSE131907_P3013,BRAKES,5.680473327636719
пациент,лёгкое,58,lu_adc_GSE131907|lu_adc_GSE131907_P3016,BRAKES,13.15414810180664
пациент,лёгкое,59,lu_adc_GSE131907|lu_adc_GSE131907_P3017,BRAKES,5.235870361328125
пациент,лёгкое,60,lu_adc_GSE131907|lu_adc_GSE131907_P3019,BRAKES,8.982109069824219
пациент,лёгкое,61,lu_adc_GSE146100|lu_adc_GSE146100_lung_immuno,BRAKES,12.277023315429688
пациент,лёгкое,62,lu_adc_codeocean|lu_adc_codeocean_p018,BRAKES,19.037446975708008
пациент,лёгкое,63,lu_adc_codeocean|lu_adc_codeocean_p019,BRAKES,5.705997467041016
пациент,лёгкое,64,lu_adc_codeocean|lu_adc_codeocean_p023,BRAKES,12.352249145507812
пациент,лёгкое,65,lu_adc_codeocean|lu_adc_codeocean_p024,BRAKES,9.127174377441406
пациент,лёгкое,66,lu_adc_codeocean|lu_adc_codeocean_p027,BRAKES,16.314743041992188
пациент,лёгкое,67,lu_adc_codeocean|lu_adc_codeocean_p031,BRAKES,9.291053771972656
пациент,лёгкое,68,lu_adc_codeocean|lu_adc_codeocean_p032,BRAKES,14.846599578857422
пациент,лёгкое,69,lu_adc_codeocean|lu_adc_codeocean_p034,BRAKES,12.657157897949219
пациент,лёгкое,70,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_2,BRAKES,-5.024986267089844
пациент,лёгкое,71,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_2,BRAKES,-5.043792724609375
пациент,лёгкое,72,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,BRAKES,6.80206298828125
пациент,лёгкое,73,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,BRAKES,6.694604873657227
пациент,лёгкое,74,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,BRAKES,7.558296203613281
пациент,лёгкое,75,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,BRAKES,3.2102890014648438
пациент,лёгкое,76,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,BRAKES,4.74424934387207
пациент,лёгкое,77,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,BRAKES,6.662364959716797
пациент,лёгкое,78,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,BRAKES,7.109661102294922
пациент,лёгкое,79,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,BRAKES,8.902854919433594
пациент,лёгкое,80,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,BRAKES,6.976680755615234
пациент,лёгкое,81,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_7,BRAKES,9.825645446777344
пациент,лёгкое,82,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_8,BRAKES,12.247474670410156
пациент,лёгкое,83,lu_sclc_GSE150766|lu_sclc_GSE150766_GSM4558305,BRAKES,-6.519987106323242
пациент,лёгкое,84,pan_GSE140819|pan_GSE140819_NSCLC14,BRAKES,6.869224548339844
пациент,лёгкое,85,pan_GSE140819|pan_GSE140819_NSCLC14,BRAKES,4.667686462402344
пациент,лёгкое,86,pan_GSE140819|pan_GSE140819_NSCLC14,BRAKES,6.42596435546875
пациент,лёгкое,28,lu_HRA000154|lu_HRA000154_SSN05,ENTRY adaptors,5.431976318359375
пациент,лёгкое,29,lu_HRA000154|lu_HRA000154_SSN11,ENTRY adaptors,-4.0968170166015625
пациент,лёгкое,30,lu_HRA000154|lu_HRA000154_SSN27,ENTRY adaptors,-2.111541748046875
пациент,лёгкое,31,lu_HRA000154|lu_HRA000154_SSN28,ENTRY adaptors,-4.612617492675781
пациент,лёгкое,32,lu_HRA000154|lu_HRA000154_SSN29,ENTRY adaptors,1.2868118286132812
пациент,лёгкое,33,lu_HRA000154|lu_HRA000154_SSN30,ENTRY adaptors,-4.8355865478515625
пациент,лёгкое,34,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX666,ENTRY adaptors,0.6984710693359375
пациент,лёгкое,35,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX255B,ENTRY adaptors,8.904205322265625
пациент,лёгкое,36,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX680,ENTRY adaptors,-4.892005920410156
пациент,лёгкое,37,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX681,ENTRY adaptors,13.330101013183594
пациент,лёгкое,38,lu_adc_GSE131907|lu_adc_GSE131907_P1011,ENTRY adaptors,11.401252746582031
пациент,лёгкое,39,lu_adc_GSE131907|lu_adc_GSE131907_P1058,ENTRY adaptors,3.4628219604492188
пациент,лёгкое,40,lu_adc_GSE131907|lu_adc_GSE131907_P1006,ENTRY adaptors,-2.8288192749023438
пациент,лёгкое,41,lu_adc_GSE131907|lu_adc_GSE131907_P1012,ENTRY adaptors,12.352249145507812
пациент,лёгкое,42,lu_adc_GSE131907|lu_adc_GSE131907_P1013,ENTRY adaptors,-10.11175537109375
пациент,лёгкое,43,lu_adc_GSE131907|lu_adc_GSE131907_P1015,ENTRY adaptors,4.900062561035156
пациент,лёгкое,44,lu_adc_GSE131907|lu_adc_GSE131907_P1028,ENTRY adaptors,10.974098205566406
пациент,лёгкое,45,lu_adc_GSE131907|lu_adc_GSE131907_P1049,ENTRY adaptors,-2.428539276123047
пациент,лёгкое,46,lu_adc_GSE131907|lu_adc_GSE131907_P1051,ENTRY adaptors,5.4776458740234375
пациент,лёгкое,47,lu_adc_GSE131907|lu_adc_GSE131907_P0018,ENTRY adaptors,11.366325378417969
пациент,лёгкое,48,lu_adc_GSE131907|lu_adc_GSE131907_P0019,ENTRY adaptors,8.835693359375
пациент,лёгкое,49,lu_adc_GSE131907|lu_adc_GSE131907_P0020,ENTRY adaptors,12.792823791503906
пациент,лёгкое,50,lu_adc_GSE131907|lu_adc_GSE131907_P0028,ENTRY adaptors,16.169673919677734
пациент,лёгкое,51,lu_adc_GSE131907|lu_adc_GSE131907_P0031,ENTRY adaptors,10.48516845703125
пациент,лёгкое,52,lu_adc_GSE131907|lu_adc_GSE131907_P3002,ENTRY adaptors,5.114982604980469
пациент,лёгкое,53,lu_adc_GSE131907|lu_adc_GSE131907_P3003,ENTRY adaptors,8.322586059570312
пациент,лёгкое,54,lu_adc_GSE131907|lu_adc_GSE131907_P3004,ENTRY adaptors,15.823127746582031
пациент,лёгкое,55,lu_adc_GSE131907|lu_adc_GSE131907_P3007,ENTRY adaptors,0.9778594970703125
пациент,лёгкое,56,lu_adc_GSE131907|lu_adc_GSE131907_P3012,ENTRY adaptors,6.119712829589844
пациент,лёгкое,57,lu_adc_GSE131907|lu_adc_GSE131907_P3013,ENTRY adaptors,4.507843017578125
пациент,лёгкое,58,lu_adc_GSE131907|lu_adc_GSE131907_P3016,ENTRY adaptors,4.435302734375
пациент,лёгкое,59,lu_adc_GSE131907|lu_adc_GSE131907_P3017,ENTRY adaptors,9.424034118652344
пациент,лёгкое,60,lu_adc_GSE131907|lu_adc_GSE131907_P3019,ENTRY adaptors,11.715560913085938
пациент,лёгкое,61,lu_adc_GSE146100|lu_adc_GSE146100_lung_immuno,ENTRY adaptors,-2.4312286376953125
пациент,лёгкое,62,lu_adc_codeocean|lu_adc_codeocean_p018,ENTRY adaptors,-0.9483108520507812
пациент,лёгкое,63,lu_adc_codeocean|lu_adc_codeocean_p019,ENTRY adaptors,11.084243774414062
пациент,лёгкое,64,lu_adc_codeocean|lu_adc_codeocean_p023,ENTRY adaptors,6.9524993896484375
пациент,лёгкое,65,lu_adc_codeocean|lu_adc_codeocean_p024,ENTRY adaptors,12.69073486328125
пациент,лёгкое,66,lu_adc_codeocean|lu_adc_codeocean_p027,ENTRY adaptors,-11.723613739013672
пациент,лёгкое,67,lu_adc_codeocean|lu_adc_codeocean_p031,ENTRY adaptors,3.5004310607910156
пациент,лёгкое,68,lu_adc_codeocean|lu_adc_codeocean_p032,ENTRY adaptors,-2.5762939453125
пациент,лёгкое,69,lu_adc_codeocean|lu_adc_codeocean_p034,ENTRY adaptors,-2.3291397094726562
пациент,лёгкое,70,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_2,ENTRY adaptors,9.249412536621094
пациент,лёгкое,71,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_2,ENTRY adaptors,4.7791748046875
пациент,лёгкое,72,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,ENTRY adaptors,15.046745300292969
пациент,лёгкое,73,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,ENTRY adaptors,13.072212219238281
пациент,лёгкое,74,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,ENTRY adaptors,14.598106384277344
пациент,лёгкое,75,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,ENTRY adaptors,7.691276550292969
пациент,лёгкое,76,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,ENTRY adaptors,9.509994506835938
пациент,лёгкое,77,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,ENTRY adaptors,8.875999450683594
пациент,лёгкое,78,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,ENTRY adaptors,0.7736968994140625
пациент,лёгкое,79,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,ENTRY adaptors,3.9517478942871094
пациент,лёгкое,80,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,ENTRY adaptors,0.8596649169921875
пациент,лёгкое,81,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_7,ENTRY adaptors,12.5
пациент,лёгкое,82,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_8,ENTRY adaptors,3.5702743530273438
пациент,лёгкое,83,lu_sclc_GSE150766|lu_sclc_GSE150766_GSM4558305,ENTRY adaptors,-18.168386459350586
пациент,лёгкое,84,pan_GSE140819|pan_GSE140819_NSCLC14,ENTRY adaptors,4.583061218261719
пациент,лёгкое,85,pan_GSE140819|pan_GSE140819_NSCLC14,ENTRY adaptors,-6.681175231933594
пациент,лёгкое,86,pan_GSE140819|pan_GSE140819_NSCLC14,ENTRY adaptors,-6.1035919189453125
пациент,лёгкое,28,lu_HRA000154|lu_HRA000154_SSN05,ENTRY receptors,-5.329898834228516
пациент,лёгкое,29,lu_HRA000154|lu_HRA000154_SSN11,ENTRY receptors,-11.589296340942383
пациент,лёгкое,30,lu_HRA000154|lu_HRA000154_SSN27,ENTRY receptors,-3.1095542907714844
пациент,лёгкое,31,lu_HRA000154|lu_HRA000154_SSN28,ENTRY receptors,-14.422143936157227
пациент,лёгкое,32,lu_HRA000154|lu_HRA000154_SSN29,ENTRY receptors,-4.706642150878906
пациент,лёгкое,33,lu_HRA000154|lu_HRA000154_SSN30,ENTRY receptors,3.590423583984375
пациент,лёгкое,34,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX666,ENTRY receptors,-3.0638809204101562
пациент,лёгкое,35,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX255B,ENTRY receptors,-4.2687530517578125
пациент,лёгкое,36,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX680,ENTRY receptors,-11.457662582397461
пациент,лёгкое,37,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX681,ENTRY receptors,-9.581182479858398
пациент,лёгкое,38,lu_adc_GSE131907|lu_adc_GSE131907_P1011,ENTRY receptors,-15.737157821655273
пациент,лёгкое,39,lu_adc_GSE131907|lu_adc_GSE131907_P1058,ENTRY receptors,2.6488265991210938
пациент,лёгкое,40,lu_adc_GSE131907|lu_adc_GSE131907_P1006,ENTRY receptors,-23.34515380859375
пациент,лёгкое,41,lu_adc_GSE131907|lu_adc_GSE131907_P1012,ENTRY receptors,-5.233188629150391
пациент,лёгкое,42,lu_adc_GSE131907|lu_adc_GSE131907_P1013,ENTRY receptors,-11.953306198120117
пациент,лёгкое,43,lu_adc_GSE131907|lu_adc_GSE131907_P1015,ENTRY receptors,3.5178909301757812
пациент,лёгкое,44,lu_adc_GSE131907|lu_adc_GSE131907_P1028,ENTRY receptors,5.88330078125
пациент,лёгкое,45,lu_adc_GSE131907|lu_adc_GSE131907_P1049,ENTRY receptors,-24.233020782470703
пациент,лёгкое,46,lu_adc_GSE131907|lu_adc_GSE131907_P1051,ENTRY receptors,7.252042770385742
пациент,лёгкое,47,lu_adc_GSE131907|lu_adc_GSE131907_P0018,ENTRY receptors,-9.492534637451172
пациент,лёгкое,48,lu_adc_GSE131907|lu_adc_GSE131907_P0019,ENTRY receptors,-0.17864608764648438
пациент,лёгкое,49,lu_adc_GSE131907|lu_adc_GSE131907_P0020,ENTRY receptors,1.65081787109375
пациент,лёгкое,50,lu_adc_GSE131907|lu_adc_GSE131907_P0028,ENTRY receptors,1.7233524322509766
пациент,лёгкое,51,lu_adc_GSE131907|lu_adc_GSE131907_P0031,ENTRY receptors,-10.369651794433594
пациент,лёгкое,52,lu_adc_GSE131907|lu_adc_GSE131907_P3002,ENTRY receptors,-0.4177436828613281
пациент,лёгкое,53,lu_adc_GSE131907|lu_adc_GSE131907_P3003,ENTRY receptors,-13.406673431396484
пациент,лёгкое,54,lu_adc_GSE131907|lu_adc_GSE131907_P3004,ENTRY receptors,-5.724803924560547
пациент,лёгкое,55,lu_adc_GSE131907|lu_adc_GSE131907_P3007,ENTRY receptors,6.518646240234375
пациент,лёгкое,56,lu_adc_GSE131907|lu_adc_GSE131907_P3012,ENTRY receptors,-5.238555908203125
пациент,лёгкое,57,lu_adc_GSE131907|lu_adc_GSE131907_P3013,ENTRY receptors,-2.0779590606689453
пациент,лёгкое,58,lu_adc_GSE131907|lu_adc_GSE131907_P3016,ENTRY receptors,-5.020956039428711
пациент,лёгкое,59,lu_adc_GSE131907|lu_adc_GSE131907_P3017,ENTRY receptors,-6.325222015380859
пациент,лёгкое,60,lu_adc_GSE131907|lu_adc_GSE131907_P3019,ENTRY receptors,-8.631525039672852
пациент,лёгкое,61,lu_adc_GSE146100|lu_adc_GSE146100_lung_immuno,ENTRY receptors,-16.547119140625
пациент,лёгкое,62,lu_adc_codeocean|lu_adc_codeocean_p018,ENTRY receptors,-17.00246810913086
пациент,лёгкое,63,lu_adc_codeocean|lu_adc_codeocean_p019,ENTRY receptors,-11.401243209838867
пациент,лёгкое,64,lu_adc_codeocean|lu_adc_codeocean_p023,ENTRY receptors,-3.2788009643554688
пациент,лёгкое,65,lu_adc_codeocean|lu_adc_codeocean_p024,ENTRY receptors,10.873361587524414
пациент,лёгкое,66,lu_adc_codeocean|lu_adc_codeocean_p027,ENTRY receptors,-9.784008026123047
пациент,лёгкое,67,lu_adc_codeocean|lu_adc_codeocean_p031,ENTRY receptors,-13.472490310668945
пациент,лёгкое,68,lu_adc_codeocean|lu_adc_codeocean_p032,ENTRY receptors,-2.6488265991210938
пациент,лёгкое,69,lu_adc_codeocean|lu_adc_codeocean_p034,ENTRY receptors,6.349403381347656
пациент,лёгкое,70,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_2,ENTRY receptors,3.1941757202148438
пациент,лёгкое,71,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_2,ENTRY receptors,0.16655921936035156
пациент,лёгкое,72,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,ENTRY receptors,5.681819915771484
пациент,лёгкое,73,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,ENTRY receptors,1.1780014038085938
пациент,лёгкое,74,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,ENTRY receptors,1.0503997802734375
пациент,лёгкое,75,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,ENTRY receptors,-4.306358337402344
пациент,лёгкое,76,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,ENTRY receptors,-8.029767990112305
пациент,лёгкое,77,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,ENTRY receptors,-7.076080322265625
пациент,лёгкое,78,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,ENTRY receptors,0.16924285888671875
пациент,лёгкое,79,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,ENTRY receptors,-0.051044464111328125
пациент,лёгкое,80,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,ENTRY receptors,1.6038055419921875
пациент,лёгкое,81,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_7,ENTRY receptors,-5.241914749145508
пациент,лёгкое,82,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_8,ENTRY receptors,-2.064525604248047
пациент,лёгкое,83,lu_sclc_GSE150766|lu_sclc_GSE150766_GSM4558305,ENTRY receptors,-55.46421813964844
пациент,лёгкое,84,pan_GSE140819|pan_GSE140819_NSCLC14,ENTRY receptors,-6.635503768920898
пациент,лёгкое,85,pan_GSE140819|pan_GSE140819_NSCLC14,ENTRY receptors,-6.11298942565918
пациент,лёгкое,86,pan_GSE140819|pan_GSE140819_NSCLC14,ENTRY receptors,-5.332576751708984
пациент,лёгкое,28,lu_HRA000154|lu_HRA000154_SSN05,Inhibitory signals,5.010211944580078
пациент,лёгкое,29,lu_HRA000154|lu_HRA000154_SSN11,Inhibitory signals,2.9913482666015625
пациент,лёгкое,30,lu_HRA000154|lu_HRA000154_SSN27,Inhibitory signals,10.643672943115234
пациент,лёгкое,31,lu_HRA000154|lu_HRA000154_SSN28,Inhibitory signals,5.007518768310547
пациент,лёгкое,32,lu_HRA000154|lu_HRA000154_SSN29,Inhibitory signals,12.700138092041016
пациент,лёгкое,33,lu_HRA000154|lu_HRA000154_SSN30,Inhibitory signals,9.719537734985352
пациент,лёгкое,34,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX666,Inhibitory signals,6.502525329589844
пациент,лёгкое,35,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX255B,Inhibitory signals,13.070869445800781
пациент,лёгкое,36,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX680,Inhibitory signals,5.114978790283203
пациент,лёгкое,37,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX681,Inhibitory signals,10.271602630615234
пациент,лёгкое,38,lu_adc_GSE131907|lu_adc_GSE131907_P1011,Inhibitory signals,14.850631713867188
пациент,лёгкое,39,lu_adc_GSE131907|lu_adc_GSE131907_P1058,Inhibitory signals,22.490863800048828
пациент,лёгкое,40,lu_adc_GSE131907|lu_adc_GSE131907_P1006,Inhibitory signals,2.9013519287109375
пациент,лёгкое,41,lu_adc_GSE131907|lu_adc_GSE131907_P1012,Inhibitory signals,11.172897338867188
пациент,лёгкое,42,lu_adc_GSE131907|lu_adc_GSE131907_P1013,Inhibitory signals,-4.435311317443848
пациент,лёгкое,43,lu_adc_GSE131907|lu_adc_GSE131907_P1015,Inhibitory signals,15.561193466186523
пациент,лёгкое,44,lu_adc_GSE131907|lu_adc_GSE131907_P1028,Inhibitory signals,12.387168884277344
пациент,лёгкое,45,lu_adc_GSE131907|lu_adc_GSE131907_P1049,Inhibitory signals,-3.7247467041015625
пациент,лёгкое,46,lu_adc_GSE131907|lu_adc_GSE131907_P1051,Inhibitory signals,12.795509338378906
пациент,лёгкое,47,lu_adc_GSE131907|lu_adc_GSE131907_P0018,Inhibitory signals,11.613471984863281
пациент,лёгкое,48,lu_adc_GSE131907|lu_adc_GSE131907_P0019,Inhibitory signals,10.058021545410156
пациент,лёгкое,49,lu_adc_GSE131907|lu_adc_GSE131907_P0020,Inhibitory signals,24.551366806030273
пациент,лёгкое,50,lu_adc_GSE131907|lu_adc_GSE131907_P0028,Inhibitory signals,11.089618682861328
пациент,лёгкое,51,lu_adc_GSE131907|lu_adc_GSE131907_P0031,Inhibitory signals,12.389854431152344
пациент,лёгкое,52,lu_adc_GSE131907|lu_adc_GSE131907_P3002,Inhibitory signals,9.131202697753906
пациент,лёгкое,53,lu_adc_GSE131907|lu_adc_GSE131907_P3003,Inhibitory signals,12.94729232788086
пациент,лёгкое,54,lu_adc_GSE131907|lu_adc_GSE131907_P3004,Inhibitory signals,6.213733673095703
пациент,лёгкое,55,lu_adc_GSE131907|lu_adc_GSE131907_P3007,Inhibitory signals,-2.0887069702148438
пациент,лёгкое,56,lu_adc_GSE131907|lu_adc_GSE131907_P3012,Inhibitory signals,10.593975067138672
пациент,лёгкое,57,lu_adc_GSE131907|lu_adc_GSE131907_P3013,Inhibitory signals,11.970771789550781
пациент,лёгкое,58,lu_adc_GSE131907|lu_adc_GSE131907_P3016,Inhibitory signals,5.681819915771484
пациент,лёгкое,59,lu_adc_GSE131907|lu_adc_GSE131907_P3017,Inhibitory signals,8.990169525146484
пациент,лёгкое,60,lu_adc_GSE131907|lu_adc_GSE131907_P3019,Inhibitory signals,10.36831283569336
пациент,лёгкое,61,lu_adc_GSE146100|lu_adc_GSE146100_lung_immuno,Inhibitory signals,4.26203727722168
пациент,лёгкое,62,lu_adc_codeocean|lu_adc_codeocean_p018,Inhibitory signals,4.342624664306641
пациент,лёгкое,63,lu_adc_codeocean|lu_adc_codeocean_p019,Inhibitory signals,12.160163879394531
пациент,лёгкое,64,lu_adc_codeocean|lu_adc_codeocean_p023,Inhibitory signals,23.122180938720703
пациент,лёгкое,65,lu_adc_codeocean|lu_adc_codeocean_p024,Inhibitory signals,13.34756851196289
пациент,лёгкое,66,lu_adc_codeocean|lu_adc_codeocean_p027,Inhibitory signals,19.56264877319336
пациент,лёгкое,67,lu_adc_codeocean|lu_adc_codeocean_p031,Inhibitory signals,5.362804412841797
пациент,лёгкое,68,lu_adc_codeocean|lu_adc_codeocean_p032,Inhibitory signals,16.76068878173828
пациент,лёгкое,69,lu_adc_codeocean|lu_adc_codeocean_p034,Inhibitory signals,10.725608825683594
пациент,лёгкое,70,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_2,Inhibitory signals,8.768539428710938
пациент,лёгкое,71,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_2,Inhibitory signals,9.722225189208984
пациент,лёгкое,72,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,Inhibitory signals,9.058670043945312
пациент,лёгкое,73,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,Inhibitory signals,9.120460510253906
пациент,лёгкое,74,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_3,Inhibitory signals,10.011009216308594
пациент,лёгкое,75,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,Inhibitory signals,22.284008026123047
пациент,лёгкое,76,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,Inhibitory signals,14.540353775024414
пациент,лёгкое,77,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_4,Inhibitory signals,14.278427124023438
пациент,лёгкое,78,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,Inhibitory signals,5.505855560302734
пациент,лёгкое,79,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,Inhibitory signals,6.049858093261719
пациент,лёгкое,80,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_5,Inhibitory signals,5.69525146484375
пациент,лёгкое,81,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_7,Inhibitory signals,6.056571960449219
пациент,лёгкое,82,lu_nsclc_pan_blueprint_lung|pan_bluprint_lung_8,Inhibitory signals,7.376287460327148
пациент,лёгкое,83,lu_sclc_GSE150766|lu_sclc_GSE150766_GSM4558305,Inhibitory signals,-9.683271408081055
пациент,лёгкое,84,pan_GSE140819|pan_GSE140819_NSCLC14,Inhibitory signals,12.732376098632812
пациент,лёгкое,85,pan_GSE140819|pan_GSE140819_NSCLC14,Inhibitory signals,12.987586975097656
пациент,лёгкое,86,pan_GSE140819|pan_GSE140819_NSCLC14,Inhibitory signals,13.600090026855469
пациент,лёгкое,28,lu_HRA000154|lu_HRA000154_SSN05,MHC-I presentation,8.646299362182617
пациент,лёгкое,29,lu_HRA000154|lu_HRA000154_SSN11,MHC-I presentation,4.424560546875
пациент,лёгкое,30,lu_HRA000154|lu_HRA000154_SSN27,MHC-I presentation,4.775142669677734
пациент,лёгкое,31,lu_HRA000154|lu_HRA000154_SSN28,MHC-I presentation,6.209697723388672
пациент,лёгкое,32,lu_HRA000154|lu_HRA000154_SSN29,MHC-I presentation,11.906299591064453
пациент,лёгкое,33,lu_HRA000154|lu_HRA000154_SSN30,MHC-I presentation,4.279499053955078
пациент,лёгкое,34,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX666,MHC-I presentation,10.2957763671875
пациент,лёгкое,35,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX255B,MHC-I presentation,11.256175994873047
пациент,лёгкое,36,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX680,MHC-I presentation,5.466907501220703
пациент,лёгкое,37,lu_adc_GSE123902|lu_adc_GSE123902_MSK_LX681,MHC-I presentation,0.5722122192382812
пациент,лёгкое,38,lu_adc_GSE131907|lu_adc_GSE131907_P1011,MHC-I presentation,6.810123443603516
пациент,лёгкое,39,lu_adc_GSE131907|lu_adc_GSE131907_P1058,MHC-I presentation,12.376422882080078
пациент,лёгкое,40,lu_adc_GSE131907|lu_adc_GSE131907_P1006,MHC-I presentation,-7.411884307861328
пациент,лёгкое,41,lu_adc_GSE131907|lu_adc_GSE131907_P1012,MHC-I presentation,12.044647216796875
пациент,лёгкое,42,lu_adc_GSE131907|lu_adc_GSE131907_P1013,MHC-I presentation,5.460186004638672
пациент,лёгкое,43,lu_adc_GSE131907|lu_adc_GSE131907_P1015,MHC-I presentation,11.50870132446289
пациент,лёгкое,44,lu_adc_GSE131907|lu_adc_GSE131907_P1028,MHC-I presentation,10.603370666503906
пациент,лёгкое,45,lu_adc_GSE131907|lu_adc_GSE131907_P1049,MHC-I presentation,-0.016117095947265625
пациент,лёгкое,46,lu_adc_GSE131907|lu_adc_GSE131907_P1051,MHC-I presentation,9.168819427490234
пациент,лёгкое,47,lu_adc_GSE131907|lu_adc_GSE131907_P0018,MHC-I presentation,10.75717544555664
пациент,лёгкое,48,lu_adc_GSE131907|lu_adc_GSE131907_P0019,MHC-I presentation,4.342632293701172
пациент,лёгкое,49,lu_adc_GSE131907|lu_adc_GSE131907_P0020,MHC-I presentation,12.765960693359375
пациент,лёгкое,50,lu_adc_GSE131907|lu_adc_GSE131907_P0028,MHC-I presentation,8.237968444824219
пациент,лёгкое,51,lu_adc_GSE131907|lu_adc_GSE131907_P0031,MHC-I presentation,6.818180084228516
пациент,лёгкое,52,lu_adc_GSE131907|lu_adc_GSE131907_P3002,MHC-I presentation,5.071998596191406
пациент,лёгкое,53,lu_adc_GSE131907|lu_adc_GSE131907_P3003,MHC-I presentation,7.9599151611328125
пациент,лёгкое,54,lu_adc_GSE131907|lu_adc_GSE131907_P3004,MHC-I presentation,9.782669067382812
пациент,лёгкое,55,lu_adc_GSE131907|lu_adc_GSE131907_P3007,MHC-I presentation,-1.9731903076171875
