gene	organ	self_included_baseline	self_included_corrected	controls_baseline	controls_corrected	removed_gene	added_gene	retained_order_preserved	reference_rank_target	max_control_gap_baseline	max_control_gap_corrected
CYP11B1	breast	1	0	400	400	CYP11B1	TSPAN16	True	8.035139083862305	0.12626171112060547	0.12626171112060547
OARD1	breast	1	0	400	400	OARD1	TRIM16	True	79.58843994140625	0.9724960327148438	0.9724960327148438
ZNF26	breast	1	0	400	400	ZNF26	KIAA0753	True	53.54610061645508	1.1336746215820312	1.1336746215820312
CCNB3	breast	1	0	400	400	CCNB3	TSSK2	True	33.87062072753906	1.0692024230957031	1.0692024230957031
SLC35D1	breast	1	0	400	400	SLC35D1	FBXL18	True	50.252525329589844	1.0423393249511719	1.0423393249511719
UNC80	breast	1	0	400	400	UNC80	SULT1B1	True	15.935955047607422	1.5097789764404297	1.5151519775390625
LUZP1	breast	1	0	400	400	LUZP1	NUDT3	True	55.36213302612305	1.0530815124511719	1.0584564208984375
TMEM192	breast	1	0	400	400	TMEM192	ZNF106	True	65.46851348876953	1.010101318359375	1.010101318359375
CENPH	breast	1	0	400	400	CENPH	TCAF1	True	73.86094665527344	1.1068191528320312	1.1068191528320312
MMP14	breast	1	0	400	400	MMP14	SLFN12	True	44.46593475341797	1.2303886413574219	1.2303886413574219
ENPP1	breast	1	0	400	400	ENPP1	IL18BP	True	49.92477798461914	1.0799484252929688	1.0799484252929688
NT5DC4	breast	1	0	400	400	NT5DC4	CYP4F22	True	22.399526596069336	0.9563713073730469	0.9617443084716797
CDCP2	breast	1	0	400	400	CDCP2	UNC93A	True	9.332688331604004	0.6742954254150391	0.6742954254150391
RPL7	breast	1	0	400	400	RPL7	C1orf43	True	99.71524047851562	2.5467453002929688	2.5574951171875
S100G	breast	1	0	400	400	S100G	OR14A2	True	7.753062725067139	0.09671211242675781	0.09671211242675781
OR52J3	breast	1	0	400	400	OR52J3	OR5B3	True	7.562325477600098	0.0026865005493164062	0.0026865005493164062
ADGRG1	breast	1	0	400	400	ADGRG1	SSRP1	True	92.09112548828125	1.2787399291992188	1.2787399291992188
SLC7A9	breast	1	0	400	400	SLC7A9	FGF18	True	26.923490524291992	0.9939823150634766	0.9939823150634766
GBF1	breast	1	0	400	400	GBF1	SURF2	True	79.3412857055664	0.9939804077148438	0.9939804077148438
SLC1A5	breast	1	0	400	400	SLC1A5	CNN3	True	96.20137786865234	1.3002395629882812	1.3056106567382812
KHDC4	breast	1	0	400	400	KHDC4	MB	True	80.35675811767578	1.004730224609375	1.010101318359375
TMEM241	breast	1	0	400	400	TMEM241	PRIM2	True	67.32752990722656	1.0584564208984375	1.0638275146484375
USP9Y	breast	1	0	400	400	USP9Y	GIPC3	True	18.26241111755371	1.2142696380615234	1.2142715454101562
DPH2	breast	1	0	400	400	DPH2	CAD	True	78.9759292602539	0.9939804077148438	0.9939804077148438
MBTPS2	breast	1	0	400	400	MBTPS2	METTL8	True	64.28916931152344	0.9912948608398438	0.9912986755371094
LY86	breast	1	0	400	400	LY86	ITLN2	True	9.612078666687012	0.631312370300293	0.631312370300293
MAPKBP1	breast	1	0	400	400	MAPKBP1	NACC2	True	51.32172775268555	1.010101318359375	1.015472412109375
MIS18BP1	breast	1	0	400	400	MIS18BP1	RNF103	True	75.75757598876953	1.010101318359375	1.015472412109375
TULP1	breast	1	0	400	400	TULP1	CATIP	True	26.50977897644043	0.9939823150634766	0.9993553161621094
GPR45	breast	1	0	400	400	GPR45	COL25A1	True	18.16032600402832	1.1927776336669922	1.198150634765625
EDNRB	breast	1	0	400	400	EDNRB	TOGARAM2	True	25.150440216064453	0.9778633117675781	0.9778633117675781
PIGZ	breast	1	0	400	400	PIGZ	RAB11FIP2	True	46.6903076171875	1.1551666259765625	1.1551666259765625
MKRN2OS	breast	1	0	400	400	MKRN2OS	IFIT3	True	39.227378845214844	1.1229324340820312	1.1229324340820312
ALDH16A1	breast	1	0	400	400	ALDH16A1	ATP8B1	True	67.45110321044922	1.0638351440429688	1.0665130615234375
NR2C2AP	breast	1	0	400	400	NR2C2AP	POLB	True	79.96453857421875	0.9724884033203125	0.9778671264648438
DUSP3	breast	1	0	400	400	DUSP3	MED19	True	71.324951171875	1.0530853271484375	1.0530853271484375
AMHR2	breast	1	0	400	400	AMHR2	SP9	True	16.430259704589844	1.4345588684082031	1.4345588684082031
ATP5PD	breast	1	0	400	400	ATP5PD	RPL26	True	98.31829071044922	1.4023208618164062	1.4023208618164062
MBNL1	breast	1	0	400	400	MBNL1	CETN3	True	81.74833679199219	1.0799484252929688	1.0853195190429688
ADAMTS12	breast	1	0	400	400	ADAMTS12	PAPPA	True	30.35138702392578	1.0262203216552734	1.0262203216552734
DEFB126	breast	1	0	400	400	DEFB126	TSPAN16	True	8.035139083862305	0.12626171112060547	0.12626171112060547
FOXJ3	breast	1	0	400	400	FOXJ3	PDK2	True	72.83204650878906	1.0611419677734375	1.0611419677734375
SOBP	breast	1	0	400	400	SOBP	CD38	True	24.88179588317871	0.9832382202148438	0.9832382202148438
NKIRAS1	breast	1	0	400	400	NKIRAS1	INPP5E	True	60.27294158935547	0.9563713073730469	0.9617462158203125
OTOS	breast	1	0	400	400	OTOS	IL1F10	True	8.220502853393555	0.18267822265625	0.18267822265625
GPR137	breast	1	0	400	400	GPR137	NDUFAF6	True	77.29421997070312	1.004730224609375	1.004730224609375
OR5J2	breast	1	0	400	400	OR5J2	OR5B17	True	7.565011978149414	0.0026865005493164062	0.0026865005493164062
PHF2	breast	1	0	400	400	PHF2	VDR	True	61.78272247314453	1.0638275146484375	1.0638275146484375
VIPR2	breast	1	0	400	400	VIPR2	KCNH6	True	15.366430282592773	1.6709651947021484	1.681711196899414
GANAB	breast	1	0	400	400	GANAB	BRD2	True	97.20610046386719	1.3432235717773438	1.3485870361328125
COL15A1	breast	1	0	400	400	COL15A1	RTN1	True	27.052438735961914	1.015472412109375	1.0154743194580078
SLC16A14	breast	1	0	400	400	SLC16A14	MPZL3	True	52.89598083496094	1.0423393249511719	1.0423393249511719
IYD	breast	1	0	400	400	IYD	CYP2C8	True	24.6346435546875	0.9724903106689453	0.9778633117675781
RARA	breast	1	0	400	400	RARA	SPECC1L	True	67.03739166259766	1.0584640502929688	1.0691986083984375
MCF2L	breast	1	0	400	400	MCF2L	LIAS	True	58.92435073852539	0.9563713073730469	0.9617424011230469
TCP11X2	breast	1	0	400	400	TCP11X2	OR5B3	True	7.562325477600098	0.0026865005493164062	0.0026865005493164062
GPNMB	breast	1	0	400	400	GPNMB	ZBTB14	True	54.27680969238281	1.0477104187011719	1.0477104187011719
RASSF6	breast	1	0	400	400	RASSF6	TMEM47	True	31.732215881347656	1.0692024230957031	1.0692024230957031
BTBD16	breast	1	0	400	400	BTBD16	TGM3	True	18.944766998291016	1.1605415344238281	1.1712875366210938
RNASEH2B	breast	1	0	400	400	RNASEH2B	DRG2	True	75.3760986328125	1.0692062377929688	1.0745773315429688
SAGE1	breast	1	0	400	400	SAGE1	CYP4A11	True	10.538899421691895	0.3680419921875	0.3680419921875
TRIM49B	breast	1	0	400	400	TRIM49B	OR14A2	True	7.753062725067139	0.09671211242675781	0.09671211242675781
FGF16	breast	1	0	400	400	FGF16	OR5B3	True	7.562325477600098	0.0026865005493164062	0.0026865005493164062
AGAP4	breast	1	0	400	400	AGAP4	SECTM1	True	55.319149017333984	1.0584564208984375	1.0584564208984375
OVOL3	breast	1	0	400	400	OVOL3	CASQ1	True	24.215559005737305	0.9778633117675781	0.9778652191162109
UBA5	breast	1	0	400	400	UBA5	AP1B1	True	82.11906433105469	1.1014404296875	1.1014404296875
AKAP9	breast	1	0	400	400	AKAP9	DNAJC14	True	67.31678771972656	1.0584564208984375	1.0638275146484375
ZNF688	breast	1	0	400	400	ZNF688	SLC16A2	True	53.57296371459961	1.1121864318847656	1.1121864318847656
KLLN	breast	1	0	400	400	KLLN	C3orf80	True	33.387062072753906	1.0638313293457031	1.0692024230957031
CCR6	breast	1	0	400	400	CCR6	GPR171	True	8.467655181884766	0.21491527557373047	0.21491527557373047
SMIM40	breast	1	0	400	400	SMIM40	CEACAM3	True	8.403181076049805	0.24178028106689453	0.24178028106689453
PODXL	breast	1	0	400	400	PODXL	SLC2A6	True	53.90608215332031	1.0960655212402344	1.0960655212402344
NOLC1	breast	1	0	400	400	NOLC1	LLGL2	True	90.11927795410156	1.1444244384765625	1.1497955322265625
RANBP2	breast	1	0	400	400	RANBP2	RHOQ	True	70.8897476196289	0.9617462158203125	0.9617462158203125
WAPL	breast	1	0	400	400	WAPL	SGSH	True	72.63056182861328	1.0853195190429688	1.0906906127929688
NLGN2	breast	1	0	400	400	NLGN2	ZBED4	True	57.67784118652344	0.9832344055175781	0.9832344055175781
OR5D14	breast	1	0	400	400	OR5D14	OR5B3	True	7.562325477600098	0.0026865005493164062	0.0026865005493164062
TGFBR2	breast	1	0	400	400	TGFBR2	SPSB2	True	54.292930603027344	1.0423393249511719	1.0477104187011719
ADCYAP1R1	breast	1	0	400	400	ADCYAP1R1	OR2B2	True	11.532881736755371	1.2894906997680664	1.2894906997680664
BBS10	breast	1	0	400	400	BBS10	ZNF248	True	52.847625732421875	1.0530853271484375	1.0530853271484375
GUCD1	breast	1	0	400	400	GUCD1	MRPS12	True	88.12593841552734	1.1659164428710938	1.1712875366210938
LARGE2	breast	1	0	400	400	LARGE2	NUDT4B	True	48.29679870605469	1.1551704406738281	1.1605415344238281
CIRBP	breast	1	0	400	400	CIRBP	RAN	True	97.67891693115234	1.3969497680664062	1.4023208618164062
SULT1E1	breast	1	0	400	400	SULT1E1	ADAMTS4	True	25.16655921936035	0.9671173095703125	0.9724903106689453
VLDLR	breast	1	0	400	400	VLDLR	ABHD15	True	52.80464172363281	1.0638313293457031	1.0692024230957031
CFAP69	breast	1	0	400	400	CFAP69	LHX4	True	40.62432861328125	1.1283035278320312	1.1283035278320312
ZNF132	breast	1	0	400	400	ZNF132	ZXDA	True	39.350955963134766	1.1551704406738281	1.1551704406738281
TAS2R8	breast	1	0	400	400	TAS2R8	GPR171	True	8.467655181884766	0.21491527557373047	0.21491527557373047
BICC1	breast	1	0	400	400	BICC1	SLC10A4	True	27.621963500976562	1.0638313293457031	1.0692024230957031
CCNG1	breast	1	0	400	400	CCNG1	SDF2	True	89.24887084960938	1.1605377197265625	1.1605377197265625
ZNF335	breast	1	0	400	400	ZNF335	SPIN3	True	56.9901123046875	1.004730224609375	1.0100975036621094
CCNQ	breast	1	0	400	400	CCNQ	POM121	True	70.64259338378906	0.993988037109375	0.9993515014648438
ZNF718	breast	1	0	400	400	ZNF718	SHLD3	True	47.29744338989258	1.1497955322265625	1.1497955322265625
SPATA9	breast	1	0	400	400	SPATA9	SMIM17	True	31.37223243713379	1.042337417602539	1.0477104187011719
NHSL1	breast	1	0	400	400	NHSL1	PBX4	True	46.067054748535156	1.1014404296875	1.1014404296875
RPGRIP1L	breast	1	0	400	400	RPGRIP1L	PKIB	True	56.32925033569336	1.0208473205566406	1.0262184143066406
CXorf66	breast	1	0	400	400	CXorf66	OR5B17	True	7.565011978149414	0.0026865005493164062	0.0026865005493164062
CD40	breast	1	0	400	400	CD40	ASB2	True	25.548032760620117	0.9698047637939453	0.9724903106689453
ZNF396	breast	1	0	400	400	ZNF396	ETV2	True	37.508060455322266	1.0262222290039062	1.0315895080566406
USP35	breast	1	0	400	400	USP35	C20orf96	True	49.10272979736328	1.1175575256347656	1.1229324340820312
CSRP2	breast	1	0	400	400	CSRP2	AGO3	True	53.96518325805664	1.0745773315429688	1.0799484252929688
ZBTB47	breast	1	0	400	400	ZBTB47	ANXA2R	True	42.370513916015625	1.0584564208984375	1.0638313293457031
VCX2	breast	1	0	400	400	VCX2	CLCA4	True	8.16140079498291	0.14775466918945312	0.14775466918945312
B3GNT7	breast	1	0	400	400	B3GNT7	RAB37	True	33.548248291015625	1.0692024230957031	1.0692024230957031
IQSEC3	breast	1	0	400	400	IQSEC3	SLC8A3	True	14.635719299316406	2.0309486389160156	2.0336341857910156
ASS1	breast	1	0	400	400	ASS1	UBE2C	True	95.45454406738281	1.29486083984375	1.2948684692382812
FAM161B	breast	1	0	400	400	FAM161B	ZKSCAN5	True	48.83945846557617	1.1014404296875	1.1014404296875
TCF24	breast	1	0	400	400	TCF24	SPRR3	True	24.892541885375977	0.9778652191162109	0.9778652191162109
CYP3A5	breast	1	0	400	400	CYP3A5	NBPF10	True	40.350311279296875	1.1121864318847656	1.1121864318847656
SCTR	breast	1	0	400	400	SCTR	ITLN2	True	9.612078666687012	0.631312370300293	0.631312370300293
ZNF582	breast	1	0	400	400	ZNF582	CARD9	True	39.31871795654297	1.1497955322265625	1.1551666259765625
PRAC2	breast	1	0	400	400	PRAC2	SYT10	True	10.170857429504395	0.3761014938354492	0.3761014938354492
CNGA2	breast	1	0	400	400	CNGA2	HCRTR1	True	9.875349044799805	0.5426607131958008	0.5426607131958008
BTC	breast	1	0	400	400	BTC	CYP2U1	True	42.343650817871094	1.0530815124511719	1.0530853271484375
GRIN2D	breast	1	0	400	400	GRIN2D	IL7	True	32.656349182128906	0.9939842224121094	0.9993553161621094
CNTRL	breast	1	0	400	400	CNTRL	HIPK2	True	51.70857620239258	1.010101318359375	1.0154762268066406
TNRC6A	breast	1	0	400	400	TNRC6A	XAB2	True	71.42704010009766	1.0638351440429688	1.0638351440429688
ATRNL1	breast	1	0	400	400	ATRNL1	ALDH3A1	True	33.994197845458984	1.0799484252929688	1.0853195190429688
REX1BD	breast	1	0	400	400	REX1BD	AHCTF1	True	76.9073715209961	0.9724884033203125	0.9778671264648438
SPRY3	breast	1	0	400	400	SPRY3	FCRLB	True	33.752418518066406	1.0853195190429688	1.0853195190429688
C12orf56	breast	1	0	400	400	C12orf56	GPR85	True	22.310874938964844	0.9698047637939453	0.9698047637939453
EEF1B2	breast	1	0	400	400	EEF1B2	C1orf43	True	98.9039306640625	1.7354354858398438	1.746185302734375
ZRANB2	breast	1	0	400	400	ZRANB2	RHOB	True	86.96540069580078	1.1605377197265625	1.1659164428710938
UBE2D2	breast	1	0	400	400	UBE2D2	UBE2M	True	91.08639526367188	1.2357635498046875	1.2357635498046875
MICALL2	breast	1	0	400	400	MICALL2	CENPL	True	70.33634185791016	0.9939804077148438	0.9993515014648438
TNFAIP2	breast	1	0	400	400	TNFAIP2	DSG2	True	76.30023956298828	1.010101318359375	1.015472412109375
LYVE1	breast	1	0	400	400	LYVE1	CEACAM3	True	8.403181076049805	0.24178028106689453	0.24178028106689453
CTRB1	breast	1	0	400	400	CTRB1	XKR6	True	22.055662155151367	0.9939823150634766	0.9939823150634766
TBCEL	breast	1	0	400	400	TBCEL	MBP	True	51.746185302734375	0.9939842224121094	0.9993553161621094
MRPS26	breast	1	0	400	400	MRPS26	CLSTN1	True	88.99097442626953	1.1551666259765625	1.1551666259765625
TCL1A	pancreas	1	0	400	400	TCL1A	C2CD6	True	21.472705841064453	1.1095008850097656	1.1148719787597656
SDHA	pancreas	1	0	400	400	SDHA	ZFAND5	True	94.30206298828125	1.182037353515625	1.182037353515625
ANLN	pancreas	1	0	400	400	ANLN	PSMD14	True	92.2952880859375	1.184722900390625	1.190093994140625
ZFP64	pancreas	1	0	400	400	ZFP64	ZCCHC14	True	58.68257141113281	1.015472412109375	1.015472412109375
PRSS12	pancreas	1	0	400	400	PRSS12	ARHGEF39	True	59.821617126464844	1.0020370483398438	1.003387451171875
MPST	pancreas	1	0	400	400	MPST	YIPF6	True	74.70986938476562	1.0718841552734375	1.0718841552734375
SYNDIG1	pancreas	1	0	400	400	SYNDIG1	TMEM132C	True	8.960617065429688	0.18536376953125	0.18536376953125
PPP1R3B	pancreas	1	0	400	400	PPP1R3B	RILPL1	True	47.359230041503906	1.1094970703125	1.1121864318847656
SRCAP	pancreas	1	0	400	400	SRCAP	PLK3	True	64.0366439819336	0.9966697692871094	0.9966697692871094
FTMT	pancreas	1	0	400	400	FTMT	CCDC179	True	7.926337718963623	0.06447458267211914	0.06447458267211914
RAB5A	pancreas	1	0	400	400	RAB5A	PEF1	True	85.47174072265625	1.1202392578125	1.1309967041015625
MRPL50	pancreas	1	0	400	400	MRPL50	HERPUD2	True	71.48345184326172	0.9912948608398438	0.9912948608398438
NAGA	pancreas	1	0	400	400	NAGA	CHCHD4	True	67.02127075195312	1.0503921508789062	1.0530853271484375
TAFA3	pancreas	1	0	400	400	TAFA3	SYT14	True	25.10477066040039	0.9859237670898438	0.9912967681884766
FYB1	pancreas	1	0	400	400	FYB1	FBXO15	True	32.728885650634766	1.0853233337402344	1.0880088806152344
HMOX2	pancreas	1	0	400	400	HMOX2	DAZAP1	True	86.05200958251953	1.1632308959960938	1.1632308959960938
TMEM266	pancreas	1	0	400	400	TMEM266	GNG7	True	28.846981048583984	1.0933799743652344	1.0933818817138672
SCAMP1	pancreas	1	0	400	400	SCAMP1	ASCC1	True	81.63819122314453	0.9886093139648438	0.9912948608398438
TRA2B	pancreas	1	0	400	400	TRA2B	CCT7	True	97.20878601074219	1.211578369140625	1.2115859985351562
FOXO1	pancreas	1	0	400	400	FOXO1	NEK11	True	47.356544494628906	1.1068115234375	1.1148719787597656
CEP44	pancreas	1	0	400	400	CEP44	SLC2A11	True	60.541587829589844	0.9939804077148438	0.9939842224121094
IZUMO3	pancreas	1	0	400	400	IZUMO3	PRAMEF18	True	8.05663013458252	0.06581783294677734	0.06581783294677734
DENND10	pancreas	1	0	400	400	DENND10	MESD	True	77.78583526611328	1.0342788696289062	1.0423355102539062
SLC1A2	pancreas	1	0	400	400	SLC1A2	CPA5	True	21.12346839904785	1.1068134307861328	1.1148738861083984
UBE2M	pancreas	1	0	400	400	UBE2M	RPL7L1	True	90.53433227539062	1.1323394775390625	1.1350173950195312
FSHR	pancreas	1	0	400	400	FSHR	CCDC179	True	7.926337718963623	0.06447458267211914	0.06447458267211914
FCRL5	pancreas	1	0	400	400	FCRL5	GMNC	True	13.16355037689209	2.240489959716797	2.248549461364746
AMY1C	pancreas	1	0	400	400	AMY1C	TGM7	True	8.470341682434082	0.12223339080810547	0.12223339080810547
FBXO2	pancreas	1	0	400	400	FBXO2	NEIL3	True	53.613258361816406	1.1336746215820312	1.1336784362792969
TGM7	pancreas	1	0	400	400	TGM7	NPY2R	True	8.348108291625977	0.1302928924560547	0.15850067138671875
KRTAP5-5	pancreas	1	0	400	400	KRTAP5-5	PRKACG	True	8.262142181396484	0.10342788696289062	0.10342788696289062
TP53TG3B	pancreas	1	0	400	400	TP53TG3B	CHRNB3	True	8.521384239196777	0.17327594757080078	0.17327594757080078
PCDH8	pancreas	1	0	400	400	PCDH8	UPP2	True	8.795400619506836	0.07790756225585938	0.07790756225585938
GRIA1	pancreas	1	0	400	400	GRIA1	SLITRK1	True	9.010315895080566	0.22297382354736328	0.22297382354736328
PRKAB1	pancreas	1	0	400	400	PRKAB1	UPK3B	True	73.24844360351562	1.018157958984375	1.018157958984375
PUM3	pancreas	1	0	400	400	PUM3	PIGP	True	75.84622192382812	1.1068191528320312	1.1068191528320312
ADPRHL1	pancreas	1	0	400	400	ADPRHL1	TP53INP1	True	45.279930114746094	1.1444244384765625	1.1497993469238281
PTPRB	pancreas	1	0	400	400	PTPRB	AMY2B	True	40.79625701904297	1.0906982421875	1.0987510681152344
ABCG8	pancreas	1	0	400	400	ABCG8	SDR42E2	True	17.56528091430664	1.2438201904296875	1.2478504180908203
LRFN3	pancreas	1	0	400	400	LRFN3	ATAD2B	True	47.25177001953125	1.1068115234375	1.1202468872070312
SCAPER	pancreas	1	0	400	400	SCAPER	CHST10	True	48.37470245361328	1.0960617065429688	1.0960655212402344
TIGD5	pancreas	1	0	400	400	TIGD5	KDM8	True	44.82323455810547	1.0530853271484375	1.0584564208984375
HNRNPU	pancreas	1	0	400	400	HNRNPU	OCIAD2	True	97.46937561035156	1.206207275390625	1.2196502685546875
OR51G2	pancreas	1	0	400	400	OR51G2	LCE3B	True	7.990812301635742	0.06447458267211914	0.06447458267211914
PROM1	pancreas	1	0	400	400	PROM1	HOXA4	True	33.54018783569336	1.1068153381347656	1.1095008850097656
ARL4A	pancreas	1	0	400	400	ARL4A	PIP4K2C	True	78.73414611816406	1.0665206909179688	1.0692062377929688
LAP3	pancreas	1	0	400	400	LAP3	STRN4	True	85.08757781982422	1.1068115234375	1.1068115234375
ZNF319	pancreas	1	0	400	400	ZNF319	CNTLN	True	45.36051940917969	1.1551666259765625	1.1578521728515625
KNOP1	pancreas	1	0	400	400	KNOP1	EBAG9	True	74.9247817993164	1.0584640502929688	1.0638275146484375
NEK4	pancreas	1	0	400	400	NEK4	PXMP4	True	59.757144927978516	0.9818916320800781	0.9845771789550781
FXR2	pancreas	1	0	400	400	FXR2	CDC42BPA	True	67.02933502197266	1.0530853271484375	1.0557708740234375
ZNF222	pancreas	1	0	400	400	ZNF222	L3MBTL1	True	46.40554428100586	1.1202430725097656	1.1202430725097656
CD8B	pancreas	1	0	400	400	CD8B	NDST4	True	10.931119918823242	1.589029312133789	1.589029312133789
SLC35C1	pancreas	1	0	400	400	SLC35C1	HNRNPA1L2	True	67.86079406738281	0.9926300048828125	0.998016357421875
ACER2	pancreas	1	0	400	400	ACER2	HES2	True	40.871482849121094	1.1068153381347656	1.1095008850097656
FAHD1	pancreas	1	0	400	400	FAHD1	TMEM167B	True	74.46807861328125	1.0826263427734375	1.0826263427734375
GAS1	pancreas	1	0	400	400	GAS1	PTGDR2	True	24.95970344543457	0.9698047637939453	0.9698047637939453
NCF4	pancreas	1	0	400	400	NCF4	DLEU7	True	24.750160217285156	0.9966697692871094	0.9993553161621094
CSNK1A1	pancreas	1	0	400	400	CSNK1A1	ESD	True	95.06233215332031	1.3351669311523438	1.3351669311523438
UQCC1	pancreas	1	0	400	400	UQCC1	METAP1	True	84.1822509765625	1.1202392578125	1.1202392578125
BLOC1S3	pancreas	1	0	400	400	BLOC1S3	SPICE1	True	53.930259704589844	1.1578521728515625	1.1605415344238281
CEP68	pancreas	1	0	400	400	CEP68	ZNF530	True	46.45121383666992	1.1068153381347656	1.1068153381347656
EDA2R	pancreas	1	0	400	400	EDA2R	SLIT3	True	19.554588317871094	1.0880088806152344	1.0906944274902344
CDNF	pancreas	1	0	400	400	CDNF	XKR6	True	38.426822662353516	1.0987548828125	1.1068115234375
CACNG2	pancreas	1	0	400	400	CACNG2	UGT2A3	True	8.682570457458496	0.0926828384399414	0.0926828384399414
PELI2	pancreas	1	0	400	400	PELI2	NRG4	True	40.140769958496094	1.0423355102539062	1.0450248718261719
AHRR	pancreas	1	0	400	400	AHRR	FLRT2	True	37.803565979003906	1.1094970703125	1.1121826171875
HES4	pancreas	1	0	400	400	HES4	KCTD13	True	58.05663299560547	1.0503959655761719	1.0530776977539062
LRRC28	pancreas	1	0	400	400	LRRC28	POLR3D	True	58.927040100097656	1.0127830505371094	1.0127830505371094
ZNF491	pancreas	1	0	400	400	ZNF491	TRIM54	True	29.335912704467773	1.1041259765625	1.1041278839111328
CYP11B1	pancreas	1	0	400	400	CYP11B1	CRYAA	True	8.158714294433594	0.10342788696289062	0.10342788696289062
OARD1	pancreas	1	0	400	400	OARD1	PRKRA	True	80.23318481445312	1.0477142333984375	1.0477142333984375
ZNF26	pancreas	1	0	400	400	ZNF26	LMTK2	True	54.24994659423828	1.190093994140625	1.192779541015625
CCNB3	pancreas	1	0	400	400	CCNB3	UCN2	True	33.63690185546875	1.0987510681152344	1.1014404296875
SLC35D1	pancreas	1	0	400	400	SLC35D1	ZNF180	True	50.483558654785156	1.0960693359375	1.0987548828125
UNC80	pancreas	1	0	400	400	UNC80	ABCA8	True	17.144851684570312	1.3351612091064453	1.3405342102050781
LUZP1	pancreas	1	0	400	400	LUZP1	SLC1A3	True	59.018375396728516	1.0262184143066406	1.0289039611816406
TMEM192	pancreas	1	0	400	400	TMEM192	CDC40	True	60.03384780883789	1.0181617736816406	1.0208473205566406
CENPH	pancreas	1	0	400	400	CENPH	CCS	True	76.58230590820312	1.0020370483398438	1.004730224609375
MMP14	pancreas	1	0	400	400	MMP14	ARFGAP2	True	87.71223449707031	1.1524810791015625	1.157867431640625
ENPP1	pancreas	1	0	400	400	ENPP1	ANKRD61	True	37.65312957763672	1.1283073425292969	1.1309890747070312
NT5DC4	pancreas	1	0	400	400	NT5DC4	CTAGE9	True	29.623361587524414	1.1014404296875	1.1041259765625
CDCP2	pancreas	1	0	400	400	CDCP2	UGT2A3	True	8.682570457458496	0.0926828384399414	0.0926828384399414
RPL7	pancreas	1	0	400	400	RPL7	PSME1	True	99.74210357666016	2.3425827026367188	2.3506393432617188
S100G	pancreas	1	0	400	400	S100G	PRKACG	True	8.262142181396484	0.10342788696289062	0.10342788696289062
OR52J3	pancreas	1	0	400	400	OR52J3	PRAMEF18	True	8.05663013458252	0.06581783294677734	0.06581783294677734
ADGRG1	pancreas	1	0	400	400	ADGRG1	VKORC1	True	89.52825927734375	1.0315933227539062	1.0396575927734375
SLC7A9	pancreas	1	0	400	400	SLC7A9	ZNF582	True	26.67365264892578	1.012786865234375	1.018157958984375
GBF1	pancreas	1	0	400	400	GBF1	BIRC6	True	79.18278503417969	1.0853271484375	1.0880050659179688
SLC1A5	pancreas	1	0	400	400	SLC1A5	REXO2	True	93.58747100830078	1.1793441772460938	1.1793441772460938
KHDC4	pancreas	1	0	400	400	KHDC4	CLDN12	True	84.42402648925781	1.1229248046875	1.1283035278320312
TMEM241	pancreas	1	0	400	400	TMEM241	PIDD1	True	55.5206298828125	1.1524810791015625	1.1551704406738281
USP9Y	pancreas	1	0	400	400	USP9Y	PLCL1	True	19.74801254272461	1.0772628784179688	1.0826339721679688
DPH2	pancreas	1	0	400	400	DPH2	TOLLIP	True	77.74017333984375	1.0477066040039062	1.0530853271484375
MBTPS2	pancreas	1	0	400	400	MBTPS2	SENP5	True	61.57855224609375	1.010101318359375	1.012786865234375
LY86	pancreas	1	0	400	400	LY86	DMRT1	True	9.158069610595703	0.29282188415527344	0.30088043212890625
MAPKBP1	pancreas	1	0	400	400	MAPKBP1	MPP3	True	52.05781173706055	1.0127906799316406	1.0235328674316406
MIS18BP1	pancreas	1	0	400	400	MIS18BP1	VPS45	True	76.93423461914062	1.0638275146484375	1.0692062377929688
TULP1	pancreas	1	0	400	400	TULP1	TBX4	True	23.764238357543945	1.0477104187011719	1.0503978729248047
GPR45	pancreas	1	0	400	400	GPR45	MT3	True	17.784225463867188	1.1874046325683594	1.1900920867919922
EDNRB	pancreas	1	0	400	400	EDNRB	FCAMR	True	21.319578170776367	1.1202449798583984	1.133676528930664
PIGZ	pancreas	1	0	400	400	PIGZ	PRELID3A	True	44.205352783203125	1.0638275146484375	1.0718917846679688
MKRN2OS	pancreas	1	0	400	400	MKRN2OS	ARHGAP24	True	45.87363052368164	1.1605415344238281	1.1712875366210938
ALDH16A1	pancreas	1	0	400	400	ALDH16A1	NIPAL3	True	64.88287353515625	0.9912948608398438	0.9939842224121094
NR2C2AP	pancreas	1	0	400	400	NR2C2AP	CDK13	True	75.0	1.0477142333984375	1.0503997802734375
DUSP3	pancreas	1	0	400	400	DUSP3	WEE1	True	74.7071762084961	1.0745773315429688	1.0745773315429688
AMHR2	pancreas	1	0	400	400	AMHR2	RIC3	True	18.168386459350586	1.1229305267333984	1.1283035278320312
ATP5PD	pancreas	1	0	400	400	ATP5PD	RPL13A	True	98.35589599609375	1.2921829223632812	1.2975540161132812
MBNL1	pancreas	1	0	400	400	MBNL1	ALDH7A1	True	86.79884338378906	1.1471099853515625	1.1524810791015625
ADAMTS12	pancreas	1	0	400	400	ADAMTS12	KCNC1	True	27.990005493164062	1.045022964477539	1.0450248718261719
DEFB126	pancreas	1	0	400	400	DEFB126	CRYAA	True	8.158714294433594	0.10342788696289062	0.10342788696289062
